id,name_en,name_kr,trigger,category,param_1,param_2,target,description_en,description_kr,
250,Mimicry,의태,ON_TERRAIN_CHANGE,TYPE_CHANGE,TERRAIN_TYPE,0,SELF,Changes the Pokemon's type depending on the terrain.,필드에 따라 타입이 바뀐다.,
251,Screen Cleaner,배리어프리,ON_SWITCH_IN,FIELD_EFFECT_NEGATE,SCREENS,0,FIELD,"When the Pokemon enters a battle, the effects of Light Screen, Reflect, and Aurora Veil are nullified for both opposing and ally Pokemon.",등장 시 모든 장막을 파괴한다.,
252,Steely Spirit,강철정신,PASSIVE,DAMAGE_MODIFIER,ALLY_STEEL_DAMAGE,1.5,ALLY,Powers up the Steel-type moves of the Pokemon and its allies.,아군의 강철 기술 위력을 1.5배 올린다.,
253,Perish Body,멸망의바디,ON_CONTACT,SPECIAL_LOGIC,NONE,0,ATTACKER,"When hit by a move that makes direct contact, the Pokemon and the attacker will faint after three turns unless they switch out of battle.",접촉한 상대와 함께 멸망의노래 상태가 된다.,
254,Wandering Spirit,떠도는영혼,ON_CONTACT,SPECIAL_LOGIC,NONE,0,ATTACKER,The Pokemon exchanges Abilities with a Pokemon that hits it with a move that makes direct contact.,접촉한 상대와 특성을 바꾼다.,
255,Gorilla Tactics,고릴라모드,PASSIVE,SPECIAL_LOGIC,NONE,0,SELF,"Boosts the Pokemon's Attack stat, but only allows the use of the first selected move.","공격이 1.5배가 되는 대신, 처음 선택한 기술만 사용할 수 있다.",
256,Neutralizing Gas,화학변화가스,ON_SWITCH_IN,FIELD_EFFECT_NEGATE,ABILITIES,0,FIELD,"While the Pokemon is in the battle, the effects of all other Pokemon's Abilities will be nullified or will not be triggered.",등장하는 동안 모든 포켓몬의 특성을 없앤다.,
257,Pastel Veil,파스텔베일,PASSIVE,STATUS_IMMUNITY,POISON,0,ALLY,Prevents the Pokemon and its allies from being poisoned.,아군이 독 상태가 되지 않는다.,
258,Hunger Switch,꼬르륵스위치,ON_END_TURN,SPECIAL_LOGIC,NONE,0,SELF,"The Pokemon changes its form, alternating between its Full Belly Mode and Hangry Mode after the end of every turn.",매 턴 폼 체인지한다.,
259,Quick Draw,퀵드로,PASSIVE,SPECIAL_LOGIC,NONE,0,SELF,Enables the Pokemon to move first occasionally.,30% 확률로 선제공격한다.,
260,Unseen Fist,보이지않는주먹,PASSIVE,MOVE_MODIFIER,IGNORE_PROTECT,0,SELF,"If the Pokemon uses moves that make direct contact, it can attack the target even if the target protects itself.",접촉 기술은 방어를 무시하고 공격한다.,
261,Curious Medicine,기묘한약,ON_SWITCH_IN,SPECIAL_LOGIC,NONE,0,ALLY,"When the Pokemon enters a battle, it scatters medicine from its shell, which removes all stat changes from allies.",등장 시 아군의 능력치 랭크 변화를 원래대로 되돌린다.,
262,Transistor,트랜지스터,PASSIVE,DAMAGE_MODIFIER,ELECTRIC,1.3,SELF,Powers up Electric-type moves.,전기 타입 기술의 위력이 1.3배가 된다.,
263,Dragon's Maw,용의턱,PASSIVE,DAMAGE_MODIFIER,DRAGON,1.5,SELF,Powers up Dragon-type moves.,드래곤 타입 기술의 위력이 1.5배가 된다.,
264,Chilling Neigh,백의울음,ON_KO,STAT_CHANGE,ATTACK,1,SELF,"When the Pokemon knocks out a target, it utters a chilling neigh, which boosts its Attack stat.",상대를 쓰러뜨렸을 때 공격이 1랭크 상승한다.,
265,Grim Neigh,흑의울음,ON_KO,STAT_CHANGE,SPECIAL_ATTACK,1,SELF,"When the Pokemon knocks out a target, it utters a terrifying neigh, which boosts its Sp. Atk stat.",상대를 쓰러뜨렸을 때 특공이 1랭크 상승한다.,
266,As One,혼연일체,PASSIVE,SPECIAL_LOGIC,NONE,0,SELF,This Ability combines the effects of both Calyrex's Unnerve Ability and Glastrier's Chilling Neigh Ability.,긴장감과 백의울음 특성을 함께 가진다.,
267,As One,혼연일체,PASSIVE,SPECIAL_LOGIC,NONE,0,SELF,This Ability combines the effects of both Calyrex's Unnerve Ability and Spectrier's Grim Neigh Ability.,긴장감과 흑의울음 특성을 함께 가진다.,
268,Lingering Aroma,감미로운향기,ON_CONTACT,SPECIAL_LOGIC,NONE,0,ATTACKER,Contact with the Pokemon changes the attacker's Ability to Lingering Aroma.,접촉한 상대의 특성을 감미로운향기로 바꾼다.,
269,Seed Sower,씨뿌리기,ON_HIT_BY_MOVE,TERRAIN_CHANGE,GRASSY_TERRAIN,5,FIELD,Turns the ground into Grassy Terrain when the Pokemon is hit by an attack.,공격을 받으면 필드를 그래스필드로 바꾼다.,
270,Thermal Exchange,열교환,ON_HIT_BY_TYPE,SPECIAL_LOGIC,FIRE,1,SELF,Boosts the Attack stat when the Pokemon is hit by a Fire-type move. The Pokemon also cannot be burned.,"불꽃 기술을 받으면 공격이 1랭크 상승하며, 화상을 입지 않는다.",
271,Anger Shell,분노의껍질,ON_LOW_HP,STAT_CHANGE,"ATTACK,1,SPECIAL_ATTACK,1,SPEED,1,DEFENSE,-1,SPECIAL_DEFENSE,-1",0,SELF,"When an attack causes its HP to drop to half or less, the Pokemon gets angry. This lowers its Defense and Sp. Def stats but boosts its Attack, Sp. Atk, and Speed stats.",HP가 절반 이하가 되면 방어/특방이 1랭크 하락하고 공격/특공/스피드가 1랭크 상승한다.,
272,Purifying Salt,정화의소금,PASSIVE,SPECIAL_LOGIC,NONE,0,SELF,The Pokemon's pure salt protects it from status conditions and halves the damage taken from Ghost-type moves.,"상태 이상에 걸리지 않으며, 고스트 타입 기술 데미지를 절반으로 받는다.",
273,Well-Baked Body,노릇노릇바디,ON_HIT_BY_TYPE,SPECIAL_LOGIC,FIRE,2,SELF,"The Pokemon takes no damage when hit by Fire-type moves. Instead, its Defense stat is sharply boosted.",불꽃 기술을 받으면 무효화하고 방어가 2랭크 상승한다.,
274,Wind Rider,풍력발전,ON_HIT_BY_TYPE,SPECIAL_LOGIC,WIND,1,SELF,Boosts the Pokemon's Attack stat if Tailwind takes effect or if the Pokemon is hit by a wind move. The Pokemon also takes no damage from wind moves.,바람 기술을 받으면 무효화하고 공격이 1랭크 상승한다. 순풍이 불어도 발동한다.,
275,Guard Dog,파수견,ON_INTIMIDATED,SPECIAL_LOGIC,NONE,0,SELF,Boosts the Pokemon's Attack stat if intimidated. Moves and items that would force the Pokemon to switch out also fail to work.,위협을 받으면 공격이 1랭크 상승한다. 교체시키는 기술의 효과를 받지 않는다.,
276,Rocky Payload,돌싣기,PASSIVE,DAMAGE_MODIFIER,ROCK,1.5,SELF,Powers up Rock-type moves.,바위 타입 기술의 위력이 1.5배가 된다.,
277,Wind Power,풍력발전,ON_HIT_BY_TYPE,SPECIAL_LOGIC,WIND,1,SELF,"The Pokemon becomes charged when it is hit by a wind move, boosting the power of the next Electric-type move the Pokemon uses.",바람 기술을 받으면 충전 상태가 되어 다음 전기 기술의 위력이 2배가 된다.,
278,Zero to Hero,마이티체인지,ON_SWITCH_OUT,SPECIAL_LOGIC,NONE,0,SELF,The Pokemon transforms into its Hero Form when it switches out.,교체할 때 폼 체인지한다.,
279,Commander,사령탑,ON_SWITCH_IN,SPECIAL_LOGIC,NONE,0,SELF,"When the Pokemon enters a battle, it goes inside the mouth of an ally Dondozo if one is on the field. The Pokemon then issues commands from there.",등장 시 아군 어써러셔의 입 속으로 들어가 지시를 내린다.,
280,Electromorphosis,전기로바꾸기,ON_HIT_BY_MOVE,SPECIAL_LOGIC,NONE,0,SELF,"The Pokemon becomes charged when it takes damage, boosting the power of the next Electric-type move the Pokemon uses.",공격을 받으면 충전 상태가 되어 다음 전기 기술의 위력이 2배가 된다.,
281,Protosynthesis,고대활성,SPECIAL_LOGIC,SPECIAL_LOGIC,NONE,0,SELF,Boosts the Pokemon's most proficient stat in harsh sunlight or if the Pokemon is holding Booster Energy.,쾌청이거나 부스트에너지를 가졌을 때 가장 높은 능력치가 1.3배(스피드는 1.5배)가 된다.,
282,Quark Drive,쿼크차지,SPECIAL_LOGIC,SPECIAL_LOGIC,NONE,0,SELF,Boosts the Pokemon's most proficient stat on Electric Terrain or if the Pokemon is holding Booster Energy.,일렉트릭필드거나 부스트에너지를 가졌을 때 가장 높은 능력치가 1.3배(스피드는 1.5배)가 된다.,
283,Good as Gold,황금몸,PASSIVE,MOVE_IMMUNITY,STATUS_MOVES,0,SELF,"A body of pure, solid gold gives the Pokemon full immunity to other Pokemon's status moves.",상대의 변화 기술을 받지 않는다.,
284,Vessel of Ruin,재앙의그릇,PASSIVE,STAT_MODIFIER,SPECIAL_ATTACK,0.75,ALL_OTHERS,The power of the Pokemon's ruinous vessel lowers the Sp. Atk stats of all Pokemon except itself.,자신을 제외한 모든 포켓몬의 특수공격을 0.75배로 만든다.,
285,Sword of Ruin,재앙의검,PASSIVE,STAT_MODIFIER,DEFENSE,0.75,ALL_OTHERS,The power of the Pokemon's ruinous sword lowers the Defense stats of all Pokemon except itself.,자신을 제외한 모든 포켓몬의 방어를 0.75배로 만든다.,
286,Tablets of Ruin,재앙의목간,PASSIVE,STAT_MODIFIER,ATTACK,0.75,ALL_OTHERS,The power of the Pokemon's ruinous wooden tablets lowers the Attack stats of all Pokemon except itself.,자신을 제외한 모든 포켓몬의 공격을 0.75배로 만든다.,
287,Beads of Ruin,재앙의구슬,PASSIVE,STAT_MODIFIER,SPECIAL_DEFENSE,0.75,ALL_OTHERS,The power of the Pokemon's ruinous beads lowers the Sp. Def stats of all Pokemon except itself.,자신을 제외한 모든 포켓몬의 특수방어를 0.75배로 만든다.,
288,Orichalcum Pulse,진홍빛고동,ON_SWITCH_IN,SPECIAL_LOGIC,NONE,0,SELF,Turns the sunlight harsh when the Pokemon enters a battle. The ancient pulse thrumming through the Pokemon also boosts its Attack stat in harsh sunlight.,"등장 시 날씨를 쾌청으로 만들고, 쾌청일 때 공격이 1.33배가 된다.",
289,Hadron Engine,하드론엔진,ON_SWITCH_IN,SPECIAL_LOGIC,NONE,0,SELF,Turns the ground into Electric Terrain when the Pokemon enters a battle. The futuristic engine within the Pokemon also boosts its Sp. Atk stat on Electric Terrain.,"등장 시 필드를 일렉트릭필드로 만들고, 일렉트릭필드일 때 특공이 1.33배가 된다.",
290,Opportunist,편승,ON_FOE_STAT_UP,SPECIAL_LOGIC,NONE,0,SELF,"If an opponent's stat is boosted, the Pokemon seizes the opportunity to boost the same stat for itself.","상대의 능력치 랭크가 상승했을 때, 자신도 같은 능력치 랭크를 올린다.",
291,Cud Chew,되새김질,ON_BERRY_EAT,SPECIAL_LOGIC,NONE,0,SELF,"When the Pokemon eats a Berry, it will regurgitate that Berry at the end of the next turn and eat it one more time.",나무열매를 먹으면 다음 턴 종료 시 다시 먹는다.,
292,Sharpness,예리함,PASSIVE,DAMAGE_MODIFIER,SLICING_MOVES,1.5,SELF,Powers up slicing moves.,베는 기술의 위력이 1.5배가 된다.,
293,Supreme Overlord,총대장,ON_SWITCH_IN,SPECIAL_LOGIC,NONE,0,SELF,"When the Pokemon enters a battle, its Attack and Sp. Atk stats are slightly boosted for each of the allies in its party that have already been defeated.",기절한 아군 한 마리당 위력이 1.1배씩 증가한다.,
294,Costar,편승,ON_SWITCH_IN,SPECIAL_LOGIC,NONE,0,SELF,"When the Pokemon enters a battle, it copies an ally's stat changes.",등장 시 아군의 능력치 랭크 변화를 복사한다.,
295,Toxic Debris,독치장,ON_HIT_PHYSICAL,SPECIAL_LOGIC,NONE,0,SELF,Scatters poison spikes at the feet of the opposing team when the Pokemon takes damage from physical moves.,물리 기술을 받으면 상대 필드에 독압정을 2개 깐다.,
296,Armor Tail,테일아머,PASSIVE,SPECIAL_LOGIC,NONE,0,ALLY,The mysterious tail covering the Pokemon's head makes opponents unable to use priority moves against the Pokemon or its allies.,상대가 우선도 높은 기술을 사용하지 못하게 한다.,
297,Earth Eater,토식,ON_HIT_BY_TYPE,HEAL,GROUND,0.25,SELF,"If hit by a Ground-type move, the Pokemon has its HP restored instead of taking damage.",땅 타입 기술을 받으면 HP를 1/4 회복한다.,
298,Mycelium Might,균사의힘,PASSIVE,SPECIAL_LOGIC,NONE,0,SELF,"The Pokemon will always act more slowly when using status moves, but these moves will be unimpeded by the Ability of the target.","변화 기술이 나중에 나가지만, 상대의 특성을 무시한다.",
299,Hospitality,대접,ON_SWITCH_IN,SPECIAL_LOGIC,NONE,0,ALLY,"When the Pokemon enters a battle, it showers its ally with hospitality, restoring a small amount of the ally's HP.",등장 시 아군의 HP를 1/4 회복한다.,
300,Mind's Eye,심안,PASSIVE,SPECIAL_LOGIC,NONE,0,SELF,"The Pokemon ignores changes to opponents' evasiveness, its accuracy can't be lowered, and it can hit Ghost types with Normal- and Fighting-type moves.","자신의 명중률은 떨어지지 않으며, 상대의 회피율 랭크를 무시하고, 노말/격투 기술로 고스트 타입을 공격할 수 있다.",
301,Embody Aspect,오거폰-우물,PASSIVE,STAT_CHANGE,SPECIAL_DEFENSE,1.2,SELF,"The Pokemon's heart fills with memories, causing the Teal Mask to shine and the Pokemon's Speed stat to be boosted.",특수방어가 1.2배가 된다.,
302,Embody Aspect,오거폰-화덕,PASSIVE,STAT_CHANGE,ATTACK,1.2,SELF,"The Pokemon's heart fills with memories, causing the Hearthflame Mask to shine and the Pokemon's Attack stat to be boosted.",공격이 1.2배가 된다.,
303,Embody Aspect,오거폰-주춧돌,PASSIVE,STAT_CHANGE,DEFENSE,1.2,SELF,"The Pokemon's heart fills with memories, causing the Wellspring Mask to shine and the Pokemon's Sp. Def stat to be boosted.",방어가 1.2배가 된다.,
304,Embody Aspect,오거폰-가면,PASSIVE,STAT_CHANGE,SPEED,1.2,SELF,"The Pokemon's heart fills with memories, causing the Cornerstone Mask to shine and the Pokemon's Defense stat to be boosted.",스피드가 1.2배가 된다.,
305,Toxic Chain,독사슬,ON_MOVE_HIT,PRIMARY_STATUS,TOXIC,0.3,TARGET,The power of the Pokemon's toxic chain may badly poison any target the Pokemon hits with a move.,기술을 명중시키면 30% 확률로 상대를 맹독 상태로 만든다.,
306,Supersweet Syrup,달콤한꿀,ON_SWITCH_IN,STAT_CHANGE,EVASION,-1,ALL_FOES,"A sickly sweet scent spreads across the field the first time the Pokemon enters a battle, lowering the evasiveness of opposing Pokemon.",등장 시 상대의 회피율을 1랭크 떨어뜨린다.,
307,Tera Shift,테라체인지,ON_SWITCH_IN,SPECIAL_LOGIC,NONE,0,SELF,"When the Pokemon enters a battle, it absorbs the energy around itself and transforms into its Terastal Form.",등장 시 테라스탈폼으로 변한다.,
308,Tera Shell,테라셸,PASSIVE,SPECIAL_LOGIC,NONE,0,SELF,The Pokemon's shell contains the powers of each type. All damage-dealing moves that hit the Pokemon when its HP is full will not be very effective.,HP가 가득 차 있을 때 모든 공격을 반감으로 받는다.,
309,Teraform Zero,제로포밍,ON_SWITCH_IN,FIELD_EFFECT_NEGATE,"WEATHER,TERRAIN",0,FIELD,"When Terapagos changes into its Stellar Form, it uses its hidden powers to eliminate all effects of weather and terrain, reducing them to zero.",등장 시 날씨와 필드의 효과를 없앤다.,
310, Poison Puppeteer,독조종,ON_STATUS,VOLATILE_STATUS,CONFUSION,1,TARGET,Pokemon poisoned by Pecharunt's moves will also become confused.,독 또는 맹독 상태가 된 상대를 혼란 상태로 만든다.,
