id,name_en,name_kr,hp,attack,defense,sp_attack,sp_defense,speed,evolutionLevel,evolutionTargetId,type_1,type_2,male_ratio_pct,egg_group_1,egg_group_2,hatch_counter,ability_1,ability_2,hidden_ability,exp_group,catch_rate,base_exp_yield,ev_yield_stat_1,ev_yield_amount_1,ev_yield_stat_2,ev_yield_amount_2,ev_yield_stat_3,ev_yield_amount_3,base_friendship,category_en,category_kr,height_m,weight_kg,pokedex_entry_en,pokedex_entry_kr
124,Jynx,루주라,65,50,35,115,95,95,0,0,ICE,PSYCHIC,0,HUMAN-LIKE,NONE,25,Oblivious,Forewarn,Dry Skin,MEDIUM_FAST,45,159,SPECIAL_ATTACK,2,NONE,0,NONE,0,50,Human Shape Pokemon,인간형태포켓몬,1.4,40.6,It speaks using a language that sounds human. Research is under way to determine what is being said.,인간처럼 말을 하지만 아직 무슨 말을 하는지 알 수 없어 현재 연구 중이다.
125,Electabuzz,에레브,65,83,57,95,85,105,0,0,ELECTRIC,NONE,75,HUMAN-LIKE,NONE,25,Static,NONE,Vital Spirit,MEDIUM_FAST,45,172,SPEED,2,NONE,0,NONE,0,50,Electric Pokemon,전기포켓몬,1.1,30,It loves to feed on strong electricity. It occasionally appears around large power plants and so on.,강한 전기를 좋아하여 커다란 발전소 같은 곳에 종종 나타난다.
126,Magmar,마그마,65,95,57,100,85,93,0,0,FIRE,NONE,75,HUMAN-LIKE,NONE,25,Flame Body,NONE,Vital Spirit,MEDIUM_FAST,45,173,SPECIAL_ATTACK,2,NONE,0,NONE,0,50,Spitfire Pokemon,불뿜기포켓몬,1.3,44.5,"Found near the mouth of a volcano. This fire-breather’s body temperature is nearly 2,200 degrees Fahrenheit.",화산의 분화구 근처에서 발견되었다. 입에서 불꽃을 뿜어낸다. 체온은 1200도나 된다.
127,Pinsir,쁘사이저,65,125,100,55,70,85,0,0,BUG,NONE,50,BUG,NONE,25,Hyper Cutter,Mold Breaker,Moxie,SLOW,45,175,ATTACK,2,NONE,0,NONE,0,50,Stag Beetle Pokemon,뿔집게포켓몬,1.5,55,"Its two long pincer horns are powerful. Once they grip an enemy, they won’t release until the foe is torn.",2개의 기다란 뿔은 파워풀. 일단 한번 끼어버리면 조각날 때까지 놓지 않는다.
128,Tauros,켄타로스,75,100,95,40,70,110,0,0,NORMAL,NONE,100,FIELD,NONE,20,Intimidate,Anger Point,Sheer Force,SLOW,45,172,ATTACK,1,SPEED,1,NONE,0,50,Wild Bull Pokemon,성난소포켓몬,1.4,88.4,"When it is about to TACKLE, it whips its body repeatedly with its three long tails.",몸통박치기로 공격해 올 때 3개의 꼬리로 자신의 몸을 가차 없이 때린다.
129,Magikarp,잉어킹,20,10,55,15,20,80,20,130,WATER,NONE,50,WATER 2,DRAGON,5,Swift Swim,NONE,Rattled,SLOW,255,40,SPEED,1,NONE,0,NONE,0,50,Fish Pokemon,물고기포켓몬,0.9,10,It is virtually worthless in terms of both power and speed. It is the most weak and pathetic POKEMON in the world.,힘도 스피드도 거의 없다. 세상에서 가장 약하고 한심한 포켓몬이다.
130,Gyarados,갸라도스,95,125,79,60,100,81,0,0,WATER,FLYING,50,WATER 2,DRAGON,5,Intimidate,NONE,Moxie,SLOW,45,189,ATTACK,2,NONE,0,NONE,0,50,Atrocious Pokemon,흉악포켓몬,6.5,235,It has an extremely aggressive nature. The HYPER BEAM it shoots from its mouth totally incinerates all targets.,대단히 흉포한 성격. 입에서 뿜어져 나오는 파괴광선은 모든 것을 불태운다.
131,Lapras,라프라스,130,85,80,85,95,60,0,0,WATER,ICE,50,MONSTER,WATER 1,40,Water Absorb,Shell Armor,Hydration,SLOW,45,187,HP,2,NONE,0,NONE,0,50,Transport Pokemon,탈것포켓몬,2.5,220,Its high intelligence enables it to understand human speech. It likes to ferry people on its back.,사람 말을 이해하는 높은 지능을 가지고 있다. 사람을 태우고 바다 건너는 것을 좋아한다.
132,Ditto,메타몽,48,48,48,48,48,48,0,0,NORMAL,NONE,-1,DITTO,NONE,20,Limber,NONE,Imposter,MEDIUM_FAST,35,101,HP,1,NONE,0,NONE,0,50,Transform Pokemon,변신포켓몬,0.3,4,It can freely recombine its own cellular structure to transform into other life-forms.,몸의 세포 구성을 스스로 바꿔서 다른 생명체로 변신한다.
133,Eevee,이브이,55,55,50,45,65,55,0,0,NORMAL,NONE,87.5,FIELD,NONE,35,Run Away,Adaptability,Anticipation,MEDIUM_FAST,45,65,SPECIAL_DEFENSE,1,NONE,0,NONE,0,50,Evolution Pokemon,진화포켓몬,0.3,6.5,An extremely rare POK?MON that may evolve in a number of different ways depending on stimuli.,3종류의 포켓몬으로 진화하는 가능성을 지닌 희귀한 포켓몬이다.
134,Vaporeon,샤미드,130,65,60,110,95,65,0,0,WATER,NONE,87.5,FIELD,NONE,35,Water Absorb,NONE,Hydration,MEDIUM_FAST,45,184,HP,2,NONE,0,NONE,0,50,Bubble Jet Pokemon,거품뿜기포켓몬,1,29,Its body’s cellular structure is similar to the molecular composition of water. It can melt invisibly in water.,몸의 세포 구조가 물 분자와 닮았다. 물에 녹아들면 보이지 않게 된다.
135,Jolteon,쥬피썬더,65,65,60,110,95,130,0,0,ELECTRIC,NONE,87.5,FIELD,NONE,35,Volt Absorb,NONE,Quick Feet,MEDIUM_FAST,45,184,SPEED,2,NONE,0,NONE,0,50,Lightning Pokemon,번개포켓몬,0.8,24.5,"If it is angered or startled, the fur all over its body bristles like sharp needles that pierce foes.",화나거나 놀라거나 하면 온몸의 털이 바늘처럼 곤두서서 상대를 꿰뚫는다.
136,Flareon,부스터,65,130,60,95,110,65,0,0,FIRE,NONE,87.5,FIELD,NONE,35,Flash Fire,NONE,Guts,MEDIUM_FAST,45,184,ATTACK,2,NONE,0,NONE,0,50,Flame Pokemon,불꽃포켓몬,0.9,25,"It has a flame bag inside its body. After inhaling deeply, it blows out flames of nearly 3,100 degrees Fahrenheit.",체내에 불꽃 주머니가 있어 깊이 숨을 들이킨 후 1700도의 불을 내뿜는다.
137,Porygon,폴리곤,65,60,70,85,75,40,0,0,NORMAL,NONE,-1,MINERAL,NONE,20,Trace,Download,Analytic,MEDIUM_FAST,45,79,SPECIAL_ATTACK,1,NONE,0,NONE,0,50,Virtual Pokemon,가상포켓몬,0.8,36.5,"Using the most advanced technologies, scientists finally succeeded in making the first artificial POKEMON.",최고의 과학력을 사용해 마침내 인공 포켓몬을 만드는 데 성공했다.
138,Omanyte,암나이트,35,40,100,90,55,35,40,139,ROCK,WATER,87.5,WATER 1,WATER 3,30,Swift Swim,Shell Armor,Weak Armor,MEDIUM_FAST,45,71,DEFENSE,1,NONE,0,NONE,0,50,Spiral Pokemon,소용돌이포켓몬,0.4,7.5,"A prehistoric POKEMON that lived in the primordial sea, it swims by twisting its 10 tentacles about.",먼 옛날 바다에서 살고 있던 고대 포켓몬. 10개의 다리를 구불거리며 헤엄친다.
139,Omastar,암스타,70,60,125,115,70,55,0,0,ROCK,WATER,87.5,WATER 1,WATER 3,30,Swift Swim,Shell Armor,Weak Armor,MEDIUM_FAST,45,173,DEFENSE,2,NONE,0,NONE,0,50,Spiral Pokemon,소용돌이포켓몬,1,35,"Its tentacles are highly developed as if they are hands and feet. As soon as it ensnares prey, it bites.",촉수가 팔다리처럼 발달해 있다. 달라붙자마자 문다.
140,Kabuto,투구,30,80,90,55,45,55,40,141,ROCK,WATER,87.5,WATER 1,WATER 3,30,Swift Swim,Battle Armor,Weak Armor,MEDIUM_FAST,45,71,DEFENSE,1,NONE,0,NONE,0,50,Shellfish Pokemon,껍질포켓몬,0.5,11.5,This POKEMON was regenerated from the fossil of an ancient creature. It protects itself with a hard shell.,고대 생물의 화석에서 재생된 포켓몬. 단단한 껍데기로 몸을 지키고 있다.
141,Kabutops,투구푸스,60,115,105,65,70,80,0,0,ROCK,WATER,87.5,WATER 1,WATER 3,30,Swift Swim,Battle Armor,Weak Armor,MEDIUM_FAST,45,173,ATTACK,2,NONE,0,NONE,0,50,Shellfish Pokemon,껍질포켓몬,1.3,40.5,It swims freely through water. It catches prey with its scythe-like arms and drains the victim’s fluids.,수중을 자유롭게 헤엄치며 날카로운 낫으로 먹잇감을 잡아 체액을 빨아먹는다.
142,Aerodactyl,프테라,80,105,65,60,75,130,0,0,ROCK,FLYING,87.5,FLYING,NONE,35,Rock Head,Pressure,Unnerve,SLOW,45,180,SPEED,2,NONE,0,NONE,0,50,Fossil Pokemon,화석포켓몬,1.8,59,It was regenerated from a dinosaur’s genetic matter that was found in amber. It flies with high-pitched cries.,호박에 남아 있던 공룡의 유전자에서 부활시켰다. 높은 소리로 울며 난다.
143,Snorlax,잠만보,160,110,65,65,110,30,0,0,NORMAL,NONE,87.5,MONSTER,NONE,40,Immunity,Thick Fat,Gluttony,SLOW,25,189,HP,2,NONE,0,NONE,0,50,Sleeping Pokemon,졸음포켓몬,2.1,460,"It is not satisfied unless it eats over 880 pounds of food every day. When it is done eating, it goes promptly to sleep.",하루에 먹을 것을 400kg먹지 않으면 성에 차지 않는다. 다 먹으면 잠이 들어 버린다.
144,Articuno,프리져,90,85,100,95,125,85,0,0,ICE,FLYING,-1,NONE,NONE,80,Pressure,NONE,Snow Cloak,SLOW,3,290,SPECIAL_DEFENSE,3,NONE,0,NONE,0,35,Freeze Pokemon,냉동포켓몬,1.7,55.4,"One of the legendary bird POKEMON. With its long tail trailing behind, its flying form is magnificent.",전설의 새 포켓몬 중의 하나. 긴 꼬리를 뻗으며 날아가는 모습은 정말 멋지다.
145,Zapdos,썬더,90,90,85,125,90,100,0,0,ELECTRIC,FLYING,-1,NONE,NONE,80,Pressure,NONE,Static,SLOW,3,290,SPECIAL_ATTACK,3,NONE,0,NONE,0,35,Electric Pokemon,전기포켓몬,1.6,52.6,"One of the legendary bird POKEMON. While it is flying, it makes crackling and snapping sounds.",전설의 새포켓몬 중 하나. 날 때 탁탁하고 뭔가 튀는 소리가 난다.
146,Moltres,파이어,90,100,90,125,85,90,0,0,FIRE,FLYING,-1,NONE,NONE,80,Pressure,NONE,Flame Body,SLOW,3,290,SPECIAL_ATTACK,3,NONE,0,NONE,0,35,Flame Pokemon,화염포켓몬,2,60,One of the legendary bird POKEMON. Those seeing it are overwhelmed by its orange wings that seem to be on fire.,전설의 새 포켓몬. 오렌지색의 불타는 듯한 깃털이 보는 이를 압도시킨다.
147,Dratini,미뇽,41,64,45,50,50,50,30,148,DRAGON,NONE,50,WATER 1,DRAGON,40,Shed Skin,NONE,Marvel Scale,SLOW,45,60,ATTACK,1,NONE,0,NONE,0,35,Dragon Pokemon,드래곤포켓몬,1.8,3.3,Even the young can exceed 6.5 feet in length. It grows larger by repeatedly shedding skin.,새끼라도 길이는 2m 이상. 탈피를 반복하며 자란다.
148,Dragonair,신뇽,61,84,65,70,70,70,55,149,DRAGON,NONE,50,WATER 1,DRAGON,40,Shed Skin,NONE,Marvel Scale,SLOW,45,147,ATTACK,2,NONE,0,NONE,0,35,Dragon Pokemon,드래곤포켓몬,4,16.5,"It is said to live in seas and lakes. Even though it has no wings, it has been seen flying occasionally.",바다나 호수 등에 산다고 한다. 날개는 없지만 가끔 하늘을 나는 모습이 목격된다.
149,Dragonite,망나뇽,91,134,95,100,100,80,0,0,DRAGON,FLYING,50,WATER 1,DRAGON,40,Inner Focus,NONE,Multiscale,SLOW,45,300,ATTACK,3,NONE,0,NONE,0,35,Dragon Pokemon,드래곤포켓몬,2.2,210,It can fly in spite of its big and bulky physique. It circles the globe in just 16 hours.,커다란 몸집으로 하늘을 난다. 지구를 약 16시간 만에 일주한다.
150,Mewtwo,뮤츠,106,110,90,154,90,130,0,0,PSYCHIC,NONE,-1,NONE,NONE,120,Pressure,NONE,Unnerve,SLOW,3,340,SPECIAL_ATTACK,3,NONE,0,NONE,0,0,Genetic Pokemon,유전자포켓몬,2,122,A POKEMON whose genetic code was repeatedly recombined for research. It turned vicious as a result.,"연구를 위해 유전자를 점점 조합한 결과, 난폭한 포켓몬이 되어 버렸다."
151,Mew,뮤,100,100,100,100,100,100,0,0,PSYCHIC,NONE,-1,NONE,NONE,120,Synchronize,NONE,NONE,MEDIUM_SLOW,45,300,HP,3,NONE,0,NONE,0,100,New Species Pokemon,신종포켓몬,0.4,4,A POKEMON of South America that was thought to have been extinct. It is very intelligent and learns any move.,남아메리카에 서식하고 있는 전멸되었었을 포켓몬. 지능이 높아 어떤 것이라도 습득한다.
